Altitude,Catchment area,Catchment height,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH
10,307,151,17.75,61,8,99.8,63,1119.9,93.5,321,1022,231,67.5,13,7.16
10,2822,201,1.93,32,8,89,20.6,529.8,119.3,1457,1871,129,31.7,12.6,7.21
21,809,231,18.47,139,8,93.1,71.6,19862.8,142.7,437,1401,292,116,12.7,7.19
91,546,159,20.02,138,8,85.6,54.8,24191.7,112.5,427,1696,472,204,12.7,6.95
320,414,455,2.4,3,7,97.6,3,1,506.7,7,85,8,0.47,12.5,7.92
15,1114,257,7.32,28,8,101.6,6,617,95.9,589,854,112,55.6,9.2,7.44
320,19,725,3.62,9,8,101.5,9.8,52,75.2,165,223,16,1.25,6.1,7.44
18,6567,423,10.57,12,3,99.8,6,504,85.4,320,631,120,90.6,8.6,7.48
518,2689,864,8.03,18,4,102.9,12.4,546,159,330,764,163,80.8,6.1,7.9
363,786,1005,1.76,4,8,99.8,15.8,26.2,102.6,91,122,20,5.09,5.8,7.51
131,2139,553,5.54,20,8,98.7,7.3,142.1,97.8,641,1689,505,510,6.3,7.33
488,384,1108,1.44,2,1,100.7,2.6,7.3,86.4,41,71,4,1.93,5.9,7.78
26,2438,342,4.91,13,2,99,24.3,48.7,271.8,1653,1801,43,6.15,9.7,7.96
2,2001,663,2.22,6,6,99.4,10,36.4,197.8,318,435,35,19.5,9.3,7.92
15,270,107,9.43,46,0,93.2,16.5,1119.9,182.6,543,969,66,25.1,10.4,7.27
15,6309,736,15.95,4,3,99.1,3,42.6,87.5,90,240,17,8.39,7.3,7.52
10,82,228,11.14,19,0,93.3,11.1,218.7,209.8,222,594,40,12.6,10.1,7.33
152,716,371,17.23,26,8,97,21.4,161.6,231.5,803,1300,177,93.6,8.8,7.92
171,642,774,13.08,3,0,100.1,1.8,9.7,43.4,69,150,4,1.56,6.4,7.21
20,3827,485,14.48,6,0,97.7,3.1,32.7,78.9,233,339,12,3.46,7.9,7.17
376,166,1049,3.27,2,3,100.4,3.4,4.1,79.6,39,87,11,7.89,5.1,7.96
76,1750,613,9.18,8,1,99,8.9,190.4,76.8,437,652,120,66.6,6.5,7.59
14,8098,665,9.94,13,8,99.1,5.5,248.9,80.9,427,677,49,45.8,6.6,7.51
244,2387,1034,2.13,2,1,98.5,3,44.1,62.6,108,164,92,101,5,7.88
15,5139,470,8.56,25,5,101.6,16.7,517.2,97,1390,1830,150,92.1,6.3,7.42
183,1404,888,4.84,3,5,100.3,3.4,31.8,58,117,177,25,17.3,7,7.78
442,1060,976,3.37,3,0,102.1,3.5,17.3,68.9,81,145,73,51.8,6.3,8.12
655,521,1422,2.6,3,7,100.2,64.6,4.1,51.6,45,78,105,42.9,4.4,7.68
11,1376,607,5.36,5,0,99.7,15.3,9.8,70.4,205,283,170,215,9.1,7.78
60,2525,648,3.66,4,0,98.8,4.7,124.6,80.7,349,505,201,153,6.1,7.95
10,305,248,5.74,86,7,103.6,2.5,235.9,140,638,861,13,3.98,10.6,7.93
76,3076,854,1.39,2,0,99.1,2.4,109.5,65.7,168,279,203,168,6.9,7.82
9,20582,790,4.75,8,1,98.9,5,193.5,82.3,379,654,90,88.1,7.4,7.54
220,151,672,15.77,5,0,98.6,3.5,62,45.2,10,238,12,3.56,2.8,7.28
200,87,576,2.65,3,4,100.8,5.8,3.1,57.7,52,82,7,0.79,8.8,7.6
268,78,829,8.9,3,5,100.6,2.6,6.3,33.2,37,116,8,2.83,8,7.19
53,1027,1009,3.11,1,7,99,1.2,3,61.1,34,57,7,3.94,6.7,7.6
91,16548,902,2.29,3,0,100.2,1,16.6,70.4,52,118,9,5.61,7,7.67
15,1114,257,6.43,20,4,99.9,6,410.6,91.9,663,860,50,13.7,10.2,7.46
320,19,725,3.94,7,3,99.7,8.3,21.8,67.3,257,312,16,1.21,7.7,7.37
349,3305,655,0.39,0,2,99.5,1.2,0,119,0,60,4,0.46,11.5,7.79
305,4453,973,1.44,7,1,107,0.8,1,63.1,46,69,1,0.5,9.6,8.13
305,4302,1043,0.81,6,1,101.7,1.4,1,69,32,72,12,4.99,8.7,7.81
18,6567,423,6.82,9,2,98.4,5.1,83.6,96,488,757,123,58.6,9.7,7.48
185,1144,599,1.67,6,1,101.4,25.6,10.9,118.7,1140,1158,31,2.55,11,7.74
205,509,528,3.33,2,1,101.1,21.7,21.1,76.2,178,234,30,2.91,9,7.8
518,2689,864,4.47,6,6,99.7,8.3,58.1,122.9,217,352,56,37.9,7.4,7.95
30,122,237,9.24,5,4,96.9,6.6,121.1,116.1,39,117,10,2.81,10.6,7.62
10,307,151,10.26,22,2,100.4,9.2,387.3,108,460,648,32,9.03,12.1,7.49
320,414,455,0.45,0,2,100.3,6.6,1,497.8,2,77,12,0.54,11.8,7.85
6,914,374,3.37,18,4,87.7,56.9,36.9,317.9,418,548,85,4.68,13.3,7.47
3,2818,482,2.7,6,4,97.9,25.2,57.3,97.8,707,774,40,2.56,10.9,7.2
21,809,231,11.12,25,3,94.5,8.2,249.5,141.5,308,482,41,17.8,11.6,7.28
91,546,159,18.97,134,1,72.5,33.5,920.8,113.9,810,1382,109,22.2,12.1,6.43
363,786,1005,0.97,2,8,100,13.9,24.3,100.5,114,155,18,1.82,7,7.53
238,458,1020,4.13,8,2,101,1,12.2,50.2,417,561,7,0.68,3.6,7.57
180,406,627,2.52,2,1,102,4.8,42.2,107.7,1848,1976,6,0.48,4,7.72
4,2373,542,2.35,4,1,99.3,4.9,20.1,97.5,1009,1113,7,0.58,5.7,7.73
80,304,413,4.35,9,8,98.2,9,107.6,61.8,572,657,24,3.37,10,7.85
5,11909,956,0.75,1,1,101.9,0.3,37.9,63.4,23,72,9,2.04,6.2,7.8
131,2139,553,4.93,12,8,99.7,7.2,38.4,90.6,590,718,23,6.68,9.4,7.68
10,2822,201,10.5,25,8,91.6,19.2,1986.3,120,1459,1783,130,27.8,11.3,7.22
250,9741,1047,0.68,1,0,106.2,0.2,0,61.2,9,52,3,0.52,6.8,8.13
198,896,695,2.12,2,0,102.4,3.9,2,83.3,44,151,5,0.22,6.7,7.68
425,293,622,4.7,10,3,100.4,11.2,111.2,67.5,463,564,37,9.94,7.4,7.71
457,30.5,722,4.54,5,3,100.2,8.8,129.6,130.4,416,552,19,5.83,7.2,8.12
55,1571,385,5.04,16,4,96.8,7.5,96,456.2,344,528,77,134,9.1,8.17
15,270,107,12.61,27,8,93.8,12.6,60.9,187.7,395,616,43,11.3,10.8,7.65
10,82,228,15.64,18,6,92.4,8,343,217.8,187,503,32,8.53,10.4,7.48
488,384,1108,4.13,4,8,101.4,3.1,13.1,61,41,102,21,19,7.9,7.63
26,2438,342,14.85,28,8,97.6,49.8,4611,174.5,607,2074,1280,920,11,8.01
2,2001,663,15.41,15,8,99.8,30.5,6131,135.2,233,1109,722,592,11.1,7.91
152,716,371,14.39,29,3,97.6,18.6,2042,185.5,553,1198,303,255,10.8,7.88
11,1376,607,5.21,7,8,99.7,13.7,369,67.9,159,289,143,116,11.1,7.69
200,87,576,2.47,3,5,101,4.3,0,71,55,76,6,0.34,6.2,7.57
268,78,829,1.75,2,6,101.2,2.6,0,55.1,54,75,3,0.41,7.2,7.57
376,166,1049,1.31,2,8,100.1,3.5,0,102.2,43,54,5,0.48,6.4,7.94
15,6309,736,3.43,4,8,99,3.4,18.5,74.4,174,243,7,1.48,8.2,7.56
349,3305,655,0.74,1,7,97.6,1.4,7.4,120.8,1,70,5,0.4,11.1,7.48
76,1750,613,6.41,9,8,99.9,7.7,1299.7,97.7,350,512,40,13.9,8.5,7.69
171,642,774,4.48,2,8,100.1,1.9,8.4,57.1,64,91,3,0.42,7.7,7.41
205,509,528,4.29,3,8,99,22,98.7,67.1,195,289,53,17.2,9.7,7.57
20,3827,485,5.97,4,8,99.9,2.6,15.8,61.5,294,347,6,0.71,9.1,7.3
185,1144,599,1.82,5,8,100.2,21,74.3,87,958,1034,40,5.34,10.9,7.54
14,8098,665,4.89,6,8,103.2,1.9,24.3,94.7,438,532,7,1.38,8.6,7.66
244,2387,1034,0.91,1,1,99,1.5,172.3,72.8,119,130,5,4.77,6.9,7.54
183,1404,888,3.38,2,2,99.8,1.1,10.9,59.1,84,124,3,1.11,8.1,7.69
15,5139,470,4.61,21,7,97.7,8.2,172.2,132.4,1771,2016,26,4.5,7.1,7.29
655,521,1422,0.74,3,6,100.9,3.6,0,49.3,22,33,4,1.47,6.2,7.85
320,414,455,0.51,5,4,104,4.1,6.3,500.6,15,127,17,1.34,11.6,7.82
30,122,237,14.1,4,4,97.7,4.7,1553.1,108.6,19,177,19,9.37,11.3,7.25
442,1060,976,1.43,5,5,102.9,1.7,52,74.8,26,53,2,1.01,7.7,7.59
6,914,374,5.54,33,3,86.3,49.7,866.4,316.8,420,665,110,7.07,14.3,7.29
60,2525,648,1.32,2,1,101.5,1.6,52,100.9,551,593,4,1.63,9,7.61
10,305,248,8.5,116,4,101.6,8.1,960.6,107.8,676,1092,48,8.26,11.8,7.47
10,307,151,15.76,33,2,103.5,13.2,2419.2,107.6,386,831,85,24.7,13.1,7.29
3,2818,482,3.72,15,2,100.2,22.5,47.2,89.1,584,676,42,9.14,11.1,6.96
9,20582,790,2.01,3,3,101.9,1.1,9.8,81.9,178,255,7,1.71,8.6,7.75
76,3076,854,0.56,1,1,101.2,1.5,79.4,73.7,207,224,9,9.34,10.4,7.47
21,809,231,12.79,84,7,94.1,19.7,2419.2,141.9,216,659,85,44.3,12.5,7.22
91,546,159,21.96,145,8,82.6,37.3,1986.3,129.9,607,1374,144,39.3,12.3,6.76
238,458,1020,3.39,3,7,99.8,1.5,20.1,54.4,398,508,5,0.61,4.7,7.72
180,406,627,2.53,4,7,101.9,3.1,19.3,112.8,1763,1893,5,0.52,5.9,7.86
4,2373,542,1.89,5,5,98.8,5,5.2,105.2,992,1103,7,2.18,7.2,7.8
220,151,672,9.41,6,8,97.3,3,39.3,49.9,11,202,12,0.83,5,7.54
5,11909,956,0.74,2,3,102.9,0.9,18.9,62.9,21,56,1,1.23,7.7,7.74
250,9741,1047,0.6,2,1,109.8,0.4,2,60.9,6,43,2,0.78,7.6,8.06
198,896,695,1.9,4,1,104.3,3.4,10.9,84.4,28,143,5,0.31,8.9,7.73
91,16548,902,0.79,1,8,101.7,0.2,0,69.7,40,88,3,1.35,7.9,7.65
15,1114,257,10.55,48,8,100.8,8,6488,71.7,379,1060,205,58.4,9.6,7.92
320,19,725,7.97,13,8,100.9,6.9,145,55.7,211,348,20,1.84,7.8,7.79
305,4453,973,0.34,2,8,105.6,0,0,72.4,39,61,3,1.33,9.6,7.95
305,4302,1043,0.51,10,6,102.4,1.7,1,73.4,32,75,8,1.29,8.7,7.83
320,1079,1200,0.97,4,6,104.4,0.3,2,115.2,21,60,16,4.6,6,7.86
18,6567,423,9.75,13,7.5,99.6,7.1,435,86.7,366,719,113,69,9.4,7.74
53,1027,1009,0.62,2,8,98.9,0.7,3.1,97.5,36,39,2,0.37,7.2,7.68
518,2689,864,4.8,5,8,101.1,6.9,44.3,107.7,165,285,52,41.2,7.9,7.86
425,293,622,7.5,33,8,100.5,9.3,727,64.1,358,603,57,16.9,8.5,7.62
457,30.5,722,5.74,9,4,101.4,5.5,155.3,139.2,292,450,20,7.34,8.6,8.1
55,1571,385,4.34,18,7,96.1,5.4,345,446.8,309,531,76,125,11.6,8.06
363,786,1005,2.28,4,7,101.2,9.8,113.7,67.1,116,340,71,17.8,7.8,7.24
80,304,413,5.34,22,6,97.9,15.3,4611,49.7,499,1124,206,61.7,10.8,7.08
131,2139,553,8.65,15,7,100.2,8,613.1,75.2,616,979,122,79.7,9.5,7.42
10,2822,201,9.43,56,2,88.4,20.5,9804,92.4,988,1620,163,69.5,11.3,6.93
488,384,1108,1.14,8,3,103,2.2,1,67.8,16,39,3,1.22,8.6,7.91
26,2438,342,3.63,23,4,138.9,4.1,6.3,232.7,1199,1320,12,1.56,13.1,8.84
2,2001,663,1.66,13,6,104.6,6,3.1,145.1,160,196,12,6.3,12.8,8.19
152,716,371,10.69,39,8,96.3,47,14136,252,501,1102,185,240,9.4,7.91
15,270,107,11.01,17,6,94.5,12.3,224.7,181.3,325,558,40,15.2,12.2,7.74
376,166,1049,2.7,4,7,100.9,2.5,2,115.2,54,81,3,1.05,6.4,8.1
10,82,228,15.68,15,6,91.8,11.2,224.7,214.4,164,509,34,8.36,12,7.64
15,6309,736,2.88,5,6,99.5,1.5,5.2,81.4,141,175,3,1.77,9.7,7.81
349,3305,655,0.8,4,1,101.8,1.5,0,119.3,2,87,4,1.48,11.6,7.18
76,1750,613,3.31,7,3,105.8,2.9,5.2,118.4,391,449,6,1.35,9.3,8.06
171,642,774,2.87,2,2,105.6,1.2,5.1,65.8,74,110,3,0.63,12.4,7.73
205,509,528,3.55,6,2,101.7,22,25,62.9,225,322,60,43,9.3,7.78
185,1144,599,2.75,10,2,102.6,19.1,9.7,81.4,955,1006,29,7.05,10.7,7.81
20,3827,485,4.13,5,4,110.5,1.1,5.2,69.3,266,330,3,0.66,12.5,7.84
14,8098,665,3.9,3,8,110.1,0.8,8.4,98.5,350,430,5,0.76,10.9,8.1
244,2387,1034,0.51,2,3,97.3,0.3,191.8,81.3,117,135,2,0.65,7.4,7.91
183,1404,888,1.95,4,4,100.1,1.2,32.7,67.8,67,132,3,0.66,8.3,8.02
15,5139,470,3.72,10,7,98,5,44.3,116.1,1426,1553,14,2.2,9.8,7.43
442,1060,976,1.08,3,1,102.3,0.6,7.3,80.9,9,45,2,0.72,6.6,7.71
655,521,1422,0.51,7,0,101.2,2.4,0,50.5,16,27,4,0.54,5,8.04
60,2525,648,1.37,2,3,107.5,0.6,7.4,124.3,604,681,2,0.73,8.8,8.1
320,414,455,0.44,2,0,112.5,4.9,0,500.4,8,66,7,1.28,12.4,8.04
6,914,374,4.46,29,0,92,66.1,27.5,341.7,432,579,95,3.03,14.4,7.51
76,3076,854,0.45,3,2,107,0.5,5.2,81.3,202,229,1,1.16,12,8.02
3,2818,482,3.66,12,0,101,20.3,133.3,80.6,501,589,50,24.1,11.2,7.77
9,20582,790,1.6,3,2,100.9,0.7,3.1,76.2,70,120,4,0.83,10.8,7.78
238,458,1020,3.2,4,7,100.6,1.8,18.9,56.7,384,483,5,1.12,7,7.88
180,406,627,2.51,8,7,101.8,4.3,125.9,110.4,1394,1487,8,2.18,7.8,7.93
4,2373,542,2.01,8,6,99.6,6.2,8.4,109.4,947,1025,7,0.57,9,7.86
220,151,672,10.32,5,3,99.4,3,67.6,54.9,3,181,11,2.16,8.4,7.46
5,11909,956,0.45,3,4,103.4,0.3,7.4,64.9,26,67,5,2.73,9.8,7.89
250,9741,1047,0.45,3,3,111.7,0.5,0,61.4,4,41,3,0.77,9.3,8.3
198,896,695,1.77,5,3,103.5,4,0,86.4,16,113,5,0.33,11.4,7.95
53,1027,1009,2.19,11,3,99,1.1,5.2,69.3,39,60,15,8.96,6.3,7.48
91,16548,902,0.61,3,0,101.6,0.4,816.4,78.7,51,91,4,3.28,9.7,7.79
200,87,576,18.1,7,2,100.7,4.2,8.6,75.6,28,155,10,2.93,9.3,7.25
15,1114,257,4.83,17,3,102.8,7.6,490.7,110,520,679,29,7.33,13.7,7.83
320,19,725,6.38,14,4,99.7,8.7,435.2,54.1,73,165,19,3.2,10.2,7.48
305,4453,973,3.16,4,2,104.2,6,15.8,73.6,49,164,17,2.25,10.3,7.93
268,78,829,9.13,7,7,100.4,1.9,15.8,37.2,23,126,8,3.64,9.5,7.38
10,305,248,1.83,44,1,103.6,2.4,9.6,159.6,646,760,6,1.15,13.4,7.59
305,4302,1043,1.08,13,0,103.6,2,8.5,71,30,94,40,8.07,9.3,7.84
320,1079,1200,2.17,5,0,103.4,0.9,4.1,96.1,26,75,29,21,6.1,7.83
18,6567,423,5.63,15,8,100,4.7,12.1,154.6,349,441,15,4.98,13.8,7.58
518,2689,864,3.67,14,8,99.2,11.7,35,113.4,199,294,36,23.9,10.2,7.89
425,293,622,5.42,26,8,99.6,12.1,1046.2,75,408,535,45,9.7,12.7,7.7
457,30.5,722,7,17,8,99.1,13.1,980.4,128.6,349,578,52,16,11.2,7.81
55,1571,385,7.93,40,8,94.5,25.8,10462.4,433.2,338,1007,397,199,13.4,8.02
363,786,1005,1.01,4,1,102.4,13.2,13.4,96.6,77,139,17,1.44,9.4,7.51
80,304,413,4.06,9,2,98.9,10.7,24,61.9,480,612,23,2.85,12.9,7.32
30,122,237,23.89,7,8,97.4,5,396.8,100.4,41,234,15,7.53,14.4,7.47
131,2139,553,7.21,48,1,105.1,3.9,0,131.2,412,920,130,102,13.2,7.18
10,2822,201,8.25,21,2,91.5,15.9,344.8,123.8,1197,1475,69,20.2,15.8,7.18
10,307,151,19.85,62,7,100.4,21.8,2419.2,94.5,353,854,85,22.4,16,7.32
21,809,231,26.81,33,7,90.4,11.9,3654,115,365,759,67,34.7,14.7,7.14
91,546,159,30.17,141,7,64.2,69.8,24191.7,77,360,1284,190,52.4,15.2,6.46
488,384,1108,0.73,3,8,101.7,2.8,1,81.3,16,43,5,2.44,8.6,7.9
26,2438,342,5.06,5,8,107.2,14.9,17.5,246.4,1650,1926,40,2,15.2,8.16
2,2001,663,1.29,4,7,103.7,8.9,4.1,160.1,232,291,23,8.46,14.6,8.03
152,716,371,4.07,8,8,112.9,3.5,33.1,319.3,754,936,19,1.73,13.7,8.27
15,270,107,10.61,10,3,94.4,12.6,99,204.1,347,542,43,6.67,13.5,7.35
10,82,228,18.33,15,4,92.2,7.2,137.4,240.5,123,473,40,6.21,13.1,7.37
376,166,1049,0.51,1,0,100.5,1.9,3.1,125.1,16,40,3,0.21,7.8,8.07
15,6309,736,2.35,2,6,99.5,0.5,6.3,81,46,98,1,0.28,12.6,7.71
76,1750,613,2.12,3,1,119,1.3,8.6,139.1,216,286,3,0.45,13.1,8.58
171,642,774,3.55,2,6,105.7,1.1,26.9,60.3,15,59,2,0.36,11.6,7.76
200,87,576,2.41,9,7,101.5,3.8,1,74.1,35,151,6,0.34,9.5,7.75
20,3827,485,4.3,4,6,113.2,1.1,7.4,66.2,143,209,2,0.53,13.3,7.75
268,78,829,1.43,5,2,103.7,1.9,2,58.7,21,62,3,0.26,12.8,7.59
14,8098,665,4.93,3,4,105.6,1,21.3,91.5,341,470,9,1.88,12,7.79
15,5139,470,4.46,7,8,95.2,6.8,166.4,104.3,1161,1374,40,8.34,10.9,7.19
183,1404,888,1.25,5,7,100.5,0.9,6.3,62.3,30,89,3,0.66,11,7.71
655,521,1422,0.39,4,5,100.9,2.6,0,48.4,7,29,4,0.84,7,7.68
11,1376,607,1.37,1,5,105.8,3.7,3.1,102.8,2,56,9,1.9,14.4,8.07
10,305,248,2.75,41,6,108.4,2,9.6,219.8,606,924,105,20.1,15.7,7.73
9,20582,790,1.76,3,8,101.6,0.9,17.5,73.8,53,133,9,6.22,10.9,7.65
220,151,672,13.6,8,6,96.1,6.2,727,49.6,9,276,24,4.36,7.6,7.11
53,1027,1009,0.33,4,0,97.8,1.3,4.1,84,38,56,2,1.12,7.2,7.52
91,16548,902,1.42,1,7,99.2,0.4,7.4,72.9,31,89,6,2.78,10.5,7.72
305,4453,973,0.46,1,0,104,0.1,0,74,44,80,2,0.54,10.7,8.09
305,4302,1043,0.45,6,0,102.6,0.6,1,69.2,29,67,15,2.53,10.5,7.8
320,1079,1200,1.14,1,0,103.6,0.5,0,101.3,19,59,43,11.8,7.6,7.82
15,1114,257,10.09,8,8,103.8,6.8,275.5,102.4,298,494,29,8.51,13.4,7.74
320,19,725,2.12,9,8,99.2,9.2,72.3,73.7,99,149,16,1.78,9.5,7.54
349,3305,655,0.39,1,1,104.6,0.8,2,120.6,1,63,4,0.65,13.6,7.94
205,509,528,2.63,3,1,107.2,16.1,10.8,83.5,102,173,27,1.71,12.9,7.94
18,6567,423,11.02,10,8,103.1,2.2,344.8,107.3,188,431,28,14.8,14.3,7.68
185,1144,599,1.36,2,1,104.5,20.9,15.6,94,1159,1222,35,2.38,13.2,7.59
244,2387,1034,0.69,2,8,97.7,0.8,365.4,74.5,80,104,3,2.88,9.2,7.72
442,1060,976,1.54,1,8,101.9,0.7,44.8,76.5,4,44,2,0.49,8.6,7.74
518,2689,864,2.11,2,8,104.3,0.4,13.5,143.5,28,125,5,1.54,11.2,8.34
30,122,237,8.22,5,8,97.7,4.2,37.9,121.7,9,93,10,2.84,13.5,7.57
60,2525,648,1.21,2,8,101.4,0.8,248.1,114.4,432,524,4,1.25,11,7.82
320,414,455,0.52,6,1,109.9,2.7,3.1,517.2,5,119,11,1.06,14.7,8.18
10,307,151,7.82,8,4,110.9,4.1,60.1,122.9,213,375,18,3.37,16.7,7.78
76,3076,854,0.63,1,7,104.3,0.4,30.9,80.6,165,208,7,3.6,12.7,7.81
6,914,374,3.73,38,1,90.4,63.1,36.4,338.1,388,561,102,2.46,15.9,7.48
21,809,231,7.88,9,7,96.8,6,129.1,161.2,40,193,25,4.91,15.5,7.52
91,546,159,13.83,17,7,105.6,20.8,32.7,140.5,339,598,71,8.88,16.1,7.26
3,2818,482,2.53,5,1,113.1,12.7,13.5,112.2,623,761,34,1.44,14.9,7.2
363,786,1005,0.96,4,6,102.6,13.7,8.6,109.6,35,93,24,1.64,10.3,7.64
238,458,1020,2.68,4,8,99.7,0.9,46.4,53.6,343,544,7,1.13,10.2,7.56
180,406,627,2.22,7,8,99.4,5.5,55.4,94.7,834,984,9,0.78,10.8,7.77
4,2373,542,1.77,8,8,97.7,5.4,17.1,97.1,608,718,10,0.65,12,7.56
80,304,413,4.55,11,8,100.8,10.2,129.6,63.3,291,393,20,2.24,12.1,7.24
131,2139,553,4.29,8,7,107.2,3.2,122.3,112.3,248,380,15,3.63,13.9,8.06
5,11909,956,0.44,2,0,99.9,0.7,52.9,67.5,50,99,6,3.64,12.2,7.66
10,2822,201,8.98,19,7,91.8,15,816.4,129,802,1063,76,13.4,14.9,7.31
250,9741,1047,0.37,1,0,107.7,0.3,0,62.6,1,56,4,0.71,11.8,8.21
198,896,695,1.41,4,0,99.6,4.6,24.9,88.6,19,117,7,1.14,13.2,7.61
425,293,622,4.7,7,3,100,3.9,88,83.4,72,222,18,1.48,16.5,8.21
457,30.5,722,4.64,16,0,100.3,7.2,118.7,172.1,227,471,21,3.03,15.5,8.1
55,1571,385,3.43,6,0,99.9,0.7,71.2,537.5,132,300,29,49.2,21.9,8.07
15,270,107,19.96,17,6,94,21.6,613.1,180,232,543,57,14,15.8,7.77
10,82,228,26.01,17,6,86.9,17,980.4,237.6,217,665,63,19.3,15.1,7.54
488,384,1108,0.74,3,5,102.1,2.1,1,93.6,4,35,3,0.41,11.1,8.01
26,2438,342,2.81,11,6,119.2,10.3,18.5,268.4,1714,1897,30,1.39,19,8.46
2,2001,663,1.14,6,3,104.5,2.3,12,186,91,185,8,1.71,18,8.15
15,6309,736,9.3,1,6,98.4,0.6,77.6,68.1,50,131,12,3.37,12.4,7.52
152,716,371,5.39,20,0,107.3,5.2,172.3,315.7,387,592,24,3.74,17,8.29
171,642,774,12.69,2,6,101.7,1.4,18.7,42.7,19,120,6,1.23,11.5,7.31
20,3827,485,13.04,2,4,101.3,2.5,108.6,54.5,136,232,11,2.76,13.7,7.21
11,1376,607,1.77,1,6,100,9.2,5.2,88.4,39,76,14,5.4,15.4,7.89
91,16548,902,4.4,8,8,101.4,3.4,275.5,68.2,38,177,49,49.7,11.9,7.55
305,4453,973,0.27,1,4,103.7,0.3,7.4,73.2,31,60,2,1.06,12.9,7.93
305,4302,1043,0.43,5,3,103.2,1.4,4.1,70.1,28,61,144,15.5,11.7,7.79
320,1079,1200,1.47,1,2,103.8,1.7,26.9,91.3,21,62,196,82.9,10,7.92
349,3305,655,0.39,1,2,105.1,0.9,27.5,120.4,2,59,4,0.44,15.8,8.01
205,509,528,3.09,3,5,109,16.4,18.7,83,27,100,25,1.51,16.7,8.27
185,1144,599,1.31,2,6,105.4,20.1,13.4,97,1137,1203,27,1.96,15.4,7.72
14,8098,665,5.21,4,0,108.8,1.8,25.6,90.3,251,375,11,2.19,15.5,7.89
244,2387,1034,2.43,3,8,98.6,3.7,159.7,63.6,96,134,33,47.4,11.9,7.72
442,1060,976,1.82,2,0,101.2,1.6,38.8,66.8,18,64,15,15.3,10.7,8.08
53,1027,1009,0.28,2,0,98.7,1.3,3.1,87,44,53,7,6.72,9.4,7.61
183,1404,888,1.82,3,1,100.1,1,31.3,51.4,23,72,6,3.07,12.8,7.56
200,87,576,2.93,3,0,100.2,3.8,1,54.9,26,51,5,0.37,10.3,7.58
60,2525,648,2.32,2,0,99.2,3,224.7,81.8,194,253,27,44.7,13.3,7.82
15,5139,470,6.18,22,3,97.8,15.2,307.6,97.9,989,1183,40,14.6,14.1,7.28
655,521,1422,0.9,2,1,100.7,4.3,6.3,43.5,25,48,11,13,10.1,7.58
76,3076,854,1.81,2,4,99.8,3.4,125.9,64.7,153,197,59,81.3,14.8,7.71
320,414,455,0.69,0,4,108.8,1.6,0,500.6,1,68,8,0.5,16.1,7.94
268,78,829,2.11,3,1,102.1,6,4.1,55.5,13,44,8,0.99,15.8,8.12
10,305,248,11.98,18,7,103.1,10,1011.1,125.8,365,676,43,5.92,18.3,7.7
6,914,374,5.04,18,1,88.6,70.4,54.6,348.9,356,474,99,4.02,17.8,7.45
9,20582,790,3.58,9,7,100.7,3.7,56.5,70.5,69,164,24,28.6,13.5,7.63
3,2818,482,2.35,3,1,116.1,5.3,13.5,97.9,516,664,31,2.22,17.3,7.34
238,458,1020,6.25,16,2,99.3,4.8,155.3,45.5,248,441,20,9.86,11.9,7.35
180,406,627,5.74,4,2,99.7,9.7,218.7,99.7,1409,1617,20,7.09,12.5,7.61
4,2373,542,5.52,4,2,94.9,11,152.9,93.3,796,989,24,8.27,14.6,7.42
5,11909,956,1.72,2,3,99.6,1.5,70.3,64.8,54,125,19,15.5,15.1,7.49
250,9741,1047,1.43,2,3,104.4,0.8,7.4,59.2,3,61,8,5.55,14,7.56
198,896,695,7.65,2,3,94,8.3,148.3,83.7,141,352,18,5.52,15.2,7.38
15,1114,257,4.18,3,8,103.7,3.9,41.6,111.3,272,428,19,1.77,16.7,7.72
320,19,725,1.24,5,6,98.7,12,42.6,77.4,80,118,15,0.65,10.1,7.83
425,293,622,3.53,13,1,103.2,6.9,146.7,85,71,194,24,3.31,16.4,8.06
457,30.5,722,3.69,16,2,100.7,6.8,1119.9,163.4,139,296,16,2.94,14.1,8.28
18,6567,423,7.22,25,6,104.2,3.2,52,125.8,103,328,29,7.75,20.5,7.65
55,1571,385,4.98,7,7,99.1,1.2,86,509.7,80,205,13,11.6,22,8.03
518,2689,864,2.81,4,4,102.6,1.6,78.4,155,67,158,15,9.28,14.2,8.06
30,122,237,3.04,2,8,98.1,3.9,40.8,128.3,4,59,7,0.64,14.6,7.64
10,307,151,4.82,4,7,102.6,4.3,156.5,126.2,4,137,17,2.02,17,7.79
21,809,231,3.72,8,7,95.7,5.4,461.1,172.9,10,129,15,2.35,16.5,7.74
91,546,159,7.34,6,8,110.1,15,410.6,143.5,38,225,54,6.52,17.6,7.82
363,786,1005,0.91,5,2,102.1,14.1,26.5,115.3,26,91,22,1,10.6,7.55
80,304,413,3.83,8,5,102.6,8.3,1986.3,65.3,187,329,24,4.83,12.6,7.48
131,2139,553,5.28,10,3,107.4,4.9,156.5,110,187,316,19,3.29,14.2,7.97
10,2822,201,4.39,16,4,93.1,16.4,920.8,132,526,740,66,11.4,15.5,7.45
11,1376,607,4.02,2,7,99.5,11,501.2,83,29,154,22,6.11,16.3,7.85
