Altitude,Catchment area,Catchment height,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Ring Temp,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH
15,270,107,15.5,11,8,90.9,12.7,90.9,185,21,-15.58460779,296,40,4.14,17.6,7.9
10,1127,202,3.7,34,4,93.7,75.8,218.7,141,1211,-15.64608577,1386,112,4.88,17,7.54
15,6309,736,2.5,2,8,100.1,0.9,20.1,82.6,59,-15.67960459,124,5,0.76,14.9,7.79
10,82,228,23.8,28,4,64.9,14.7,61.6,228,69,-15.68853084,503,53,4.45,15.1,7.35
349,3305,655,0.6,1,3,106.2,0.9,3.1,120.1,0,15.6971335,66,4,0.29,16,8.06
10,305,248,3.2,6,4,109,0.9,18.7,167,116,-15.20789269,238,8,0.48,19.6,8.2
171,642,774,3.1,1,7,103.4,1.2,20.3,58.9,20,-15.69872606,59,3,0.68,15.9,7.79
20,3827,485,4.4,4,8,105,1.3,18.5,67.8,148,-15.69968153,238,6,0.65,15.6,7.74
185,1144,599,1.9,6,3,106.7,16.3,22.8,91.8,935,-15.68438714,1049,29,1.97,16.4,8.07
205,509,528,3.4,3,4,108.2,17.4,34.5,88.9,34,-15.6681205,134,32,1.4,16.7,8.46
244,2387,1034,0.4,4,8,98.7,0.4,307.6,68.5,58,15.42984122,84,3,2.03,12.8,7.85
442,1060,976,1.5,2,8,102.1,0.5,21.6,70.4,3,-15.18189712,61,4,1.07,11.7,7.96
37,3916,333,4.4,6,8,96.6,11.1,86.2,184,626,15.6681205,760,21,2.93,16.7,7.73
30,216,297,6.6,42,6,105.6,36.9,165.8,222,1986,15.64608577,2326,70,2.67,17,8.02
60,2525,648,1.2,5,8,101.2,0.7,142.1,86.1,266,15.58460779,331,4,1.13,13.8,7.99
320,414,455,0.6,0,0,122.2,2.5,0,510,0,-15.53061493,100,9,0.5,18,8.43
76,3076,854,0.3,3,8,99.7,0.5,137.6,73.4,222,15.57209042,263,4,2.26,13.7,7.74
6,914,374,5,41,0,89.9,57.8,59.4,347,369,15.49967742,559,91,3.12,18.2,7.63
3,2818,482,2.6,9,1,122.9,4,3.1,96.6,346,15.46609194,525,30,1.73,18.4,7.35
238,458,1020,3.2,5,3,101.6,0.5,16.1,48.1,486,14.84856896,647,8,1.52,10.6,7.7
376,166,1049,1.2,1,8,100.4,1.7,0,112.4,13,14.62873884,42,3,0.34,10,8.1
180,406,627,2.1,2,3,103.8,0.9,129.6,95.8,1476,-14.97998665,1659,5,0.65,11,7.89
30,122,237,3.1,3,5,97.4,3.6,31.8,126,3,-15.61825855,65,8,0.62,17.3,7.86
4,2373,542,1.7,5,7,98.7,1.9,57.3,80,451,-15.42984122,590,5,1.78,12.8,7.72
76,1750,613,2.3,6,7,104,2,25.3,128,165,15.49967742,227,5,0.5,13.2,8.09
10,307,151,7.4,11,5,103,2.4,130.9,119.2,57,14.84856896,241,16,1.82,20.8,7.81
10,4846,333,4.7,100,5,93.9,22.5,51.2,191,672,-15.6920362,923,38,3.72,16.2,7.59
5,11909,956,0.5,2,2,97.7,0.3,44.1,61.9,49,15.53061493,137,6,2.18,13.4,7.7
250,9741,1047,0.6,1,3,103.6,0.4,0,57.9,1,15.57209042,91,4,0.99,13.7,7.95
198,896,695,1.3,1,4,105.9,1.9,59.4,90.9,4,15.68853084,109,5,0.62,15.1,7.91
21,809,231,6.2,8,5,94.6,4,58.3,162,7,-15.18189712,173,18,2.83,19.7,7.72
91,546,159,12.6,9,4,126.1,15.8,48.7,124,16,-14.74211654,250,47,5.54,21.1,8.09
15,5139,470,4.9,12,7,93.3,3.2,63,110.3,1166,15.44830088,1385,22,5.72,12.9,7.13
91,16548,902,0.5,2,8,103.8,0.3,6.3,73.6,42,-15.42984122,95,2,0.8,12.8,8.19
15,1114,257,15.7,47,4,99.6,21.1,571.7,88,134,-15.68853084,629,297,240,15.1,7.9
425,293,622,10.4,13,1,103.1,11.7,9208,73.6,130,-15.54509569,470,57,11.7,13.5,7.78
220,1139,694,2.1,4,8,96.3,1.3,42.5,60.8,589,-15.127789,681,4,0.63,11.5,7.17
320,19,725,2.6,8,2,100.7,13.9,68.3,64.7,27,14.97998665,79,19,0.93,11,7.84
5,2150,449,3,4,4,103.1,1.4,18.5,106.9,810,-15.60769041,1004,10,1.66,14,7.56
305,4453,973,1.6,1,3,107.2,0.5,0,71.4,29,-15.41071056,123,5,1.11,12.7,8.07
457,30.5,722,10.9,9,0,103.9,10.6,816.4,123,77,15.68853084,333,43,4.12,15.1,8.19
14,8098,665,4.1,2,6,110.6,0.4,12.1,82.3,233,-15.49967742,353,6,1.15,13.2,8.06
305,4302,1043,0.5,15,0,105.2,1.4,2,67.6,25,15.46609194,136,11,2.19,13,8.04
18,6567,423,15.1,6,5,96,7.2,517.2,95.9,63,15.67960459,395,86,40.8,14.9,7.75
320,1079,1200,0.7,2,0,102.7,0.4,0,99,7,-15.41071056,90,11,3.79,12.7,7.96
55,1571,385,9.6,9,0,98.3,8.9,3441,419,126,15.34926708,500,249,40.2,19,8.16
259,787,787,1.1,5,6,94.4,3.5,770.1,57.1,380,-13.95170241,454,9,2.08,8.5,7.13
53,1027,1009,0.7,5,0,100.9,1,1,84.5,12,-14.38054241,32,1,1.29,9.4,8.06
518,2689,864,4.7,14,8,99.9,19,135.5,120.2,76,15.49967742,223,23,12.1,13.2,8.22
213,258,701,2.7,2,7,102.7,0.1,0,40.7,1,15.34926708,82,3,0.75,12.4,7.52
9,20582,790,1.5,3,6,101.8,0.4,8.6,72.3,42,-15.49967742,104,6,2.07,13.2,7.81
363,786,1005,0.9,4,4,101.5,14.3,6.2,103.7,29,-14.81384488,65,19,0.83,10.5,7.66
320,2423,690,8.7,5,2,99,6.7,41.3,108.1,17,-14.42393844,239,26,1.93,9.5,7.69
80,304,413,5.2,10,6,99.8,8.4,579.4,66.8,202,15.62817968,355,23,2.69,14.2,7.95
220,151,672,10.6,7,1,96.3,4.2,101.7,49.2,8,14.74211654,195,17,2.09,10.3,7.24
131,2139,553,7.4,12,4,102.2,6.3,410.6,86.5,179,15.61825855,454,24,5.16,14.1,7.68
20,4716,605,9.9,8,1,104.3,5.6,30.1,92.8,41,-15.39090641,274,24,1.33,12.6,7.58
10,2822,201,11,14,7,91.4,18.9,579.4,118.3,520,15.67960459,812,70,7.09,16.5,7.92
268,78,829,2.4,2,6,100.2,2.3,5.2,54.2,15,-15.04127654,48,4,0.66,11.2,7.86
17,2368,322,2.5,7,5,103.3,17.6,21.1,176,310,15.69872606,405,24,1.52,15.9,7.86
15,8431,486,3.2,20,8,97.5,15.7,137.6,157,220,15.37042615,431,37,2.67,18.9,7.64
11,1376,607,2.2,2,7,97.2,13.6,60.5,80.5,61,15.68853084,124,24,10.6,15.1,7.74
10,12429,383,5.8,5,8,99.7,17.6,83.6,156,277,-15.15519713,504,49,5.77,19.8,7.71
200,87,576,3.2,2,8,100.1,2.7,0,66,9,-15.37042615,56,5,0.54,12.5,8
329,121,863,0.9,0,0,99.4,4.1,13.4,100.2,23,15.6920362,61,7,1.26,15.2,7.78
26,2438,342,2.1,6,3,138.8,2.3,5.2,198,650,-14.77836256,821,14,0.9,21,8.58
15,5139,470,6.6,25,8,93.9,5.5,512,102.1,987,15.34926708,1262,25,6.12,12.4,7.11
10,1127,202,3.8,8,3,93.8,49.4,248.9,125,1152,-15.68438714,1307,73,3.05,16.4,7.47
15,6309,736,7.7,1,6,99,1.1,53.8,65.8,37,-15.54509569,105,5,2.02,13.5,7.16
220,1139,694,3,3,6,95.7,2,41.6,57.2,425,15.23318745,521,6,1.42,11.9,7.22
10,305,248,4.2,8,8,108.2,1.8,23.8,185,199,15.58460779,337,8,0.99,17.6,8.13
488,384,1108,0.9,1,8,100.7,1.8,0,85.8,3,15.54509569,68,4,0.6,13.5,7.89
349,3305,655,0.6,2,1,105.9,1.4,5.2,120.4,1,-15.66141756,77,5,0.99,16.8,8.26
5,2150,449,3.3,5,8,99.7,3.5,68.1,84.1,571,15.48321672,721,11,3.22,13.1,7.4
171,642,774,8.2,2,5,103.2,1.6,11.9,49.9,14,-15.66141756,75,4,1.18,14.6,7.48
14,8098,665,4.3,2,7,119.7,1,12.2,73.7,112,-15.64608577,223,6,2.11,14.4,8.62
2,2001,663,1.1,4,4,116.8,5,8.5,170,32,14.97998665,135,12,1.64,20.4,8.44
205,509,528,3.4,2,4,108.3,16.4,27.2,87.4,16,-15.67960459,105,29,1.63,14.9,8.33
20,3827,485,7.8,4,7,103.4,2.3,15.8,57.3,110,15.68853084,191,7,1.42,15.1,7.42
185,1144,599,1.6,7,2,106.2,17.9,36.4,93.4,945,15.69490363,1065,29,1.55,15.3,7.93
259,787,787,1.4,4,0,98.6,4.4,410.6,51.5,289,-14.81384488,351,9,2.01,10.5,7.24
320,1040,820,1.8,4,5,104.4,3.6,8.4,91.7,295,15.57209042,386,8,0.85,13.7,8.04
213,258,701,2.6,1,0,104.3,0.6,0,40.5,0,15.69872606,71,3,0.71,15.5,7.81
320,414,455,0.6,3,2,109.9,3.7,1,511,1,-15.41071056,100,8,0.98,18.7,8.24
37,3916,333,5,7,6,102.6,6.5,67.7,162,315,15.6741826,485,19,3.66,16.6,7.73
15,2371,732,2.5,11,4,113.5,8.5,10.8,124.3,75,-15.07083276,195,12,1.61,20.1,8.56
6,914,374,5.5,34,2,84,61.6,59.1,375,338,15.51547615,532,102,2.64,18.1,7.45
9,20582,790,1.2,1,3,103.9,0.6,7.4,69.7,33,15.6971335,87,8,5.09,15.4,7.65
3,2818,482,2.3,16,2,113.9,9.2,9.7,97.5,338,15.2577849,483,28,1.22,19.4,7.26
320,2423,690,8.7,3,5,97.4,8.3,56.5,122.8,5,-15.66141756,267,35,1.89,14.6,7.64
238,458,1020,2.8,17,7,97.9,0.9,101.4,49.1,382,15.57209042,586,11,2.99,13.7,7.58
180,406,627,1.8,5,7,105.9,1.5,67.7,97.3,1004,-15.61825855,303,3,0.96,14.1,7.88
4,2373,542,1.7,5,6,104.3,1.1,35.4,75.8,195,-15.69968153,1142,3,0.69,15.6,7.97
220,151,672,11.5,3,4,91.6,5.9,154.1,51.9,7,15.61825855,214,22,1.59,17.3,7.24
5,11909,956,0.6,1,4,103.4,0.8,73.8,62.5,29,15.54509569,80,5,2.75,17.9,7.77
152,716,371,3.5,12,1,108.2,4.7,80.5,318,259,15.62817968,451,21,1.35,17.2,8.38
20,4716,605,10.5,4,7,102.8,4.4,85.7,94.9,21,15.61825855,278,23,1.96,17.3,7.53
250,9741,1047,0.5,0,2,106.5,1,2,58.9,2,15.54509569,54,4,1.3,17.9,7.85
198,896,695,1.2,2,1,108.5,2.2,60.1,98.5,4,15.64608577,103,6,1.18,17,7.86
376,166,1049,2.1,1,1,100.2,1.8,4.1,107.5,9,-14.54922678,43,3,0.64,9.8,8.09
76,1750,613,6.9,5,2,104.4,2.6,74.3,106.9,65,15.49967742,162,7,0.98,13.2,8.07
183,1404,888,2.5,1,5,101.8,0.9,37.7,56.7,7,-15.44830088,75,5,1.31,12.9,7.9
15,1114,257,11.8,5,4,110.6,3.3,63,113.9,85,15.3274264,315,23,3.24,19.1,8.26
30,122,237,3.8,3,5,97,3.3,131.3,126,3,-15.54509569,128,8,1.5,17.9,7.67
15,270,107,23.8,13,8,93,25.9,81.6,196,3,15.23318745,316,67,6,19.5,7.92
91,16548,902,0.7,2,8,100.7,0.5,10.8,71.7,26,15.68853084,68,3,1.82,15.1,7.91
655,521,1422,0.4,1,2,102.7,2.4,3.1,46.3,4,15.04127654,22,4,0.82,11.2,7.89
320,19,725,2.6,7,6,100.4,11.7,537,68.6,32,-15.3274264,93,18,1.62,12.3,8
10,82,228,28.3,7,7,35.7,9.7,203,254,7,-15.62817968,528,68,7.52,17.2,7.95
10,307,151,7.9,3,8,98.2,2.7,67.6,125.7,1,15.127789,185,14,1.54,19.9,7.64
425,293,622,5.9,9,6,109.5,27.4,46,89.6,17,-15.53061493,180,49,1.25,18,8.26
305,4453,973,0.5,9,8,104.5,0.7,0,73.1,32,15.59647396,148,2,0.67,13.9,8.12
457,30.5,722,5.2,15,5,107.6,3.8,365.4,200,23,15.65407295,208,17,1.4,16.9,8.43
21,809,231,5.1,4,7,101.1,3.6,72.3,162,1,-15.127789,134,14,1.85,19.9,7.85
305,4302,1043,0.5,15,8,103.7,0.8,1,65.2,24,-15.54509569,141,10,1.7,13.5,8
18,6567,423,12.2,15,7,94.7,5.1,669,110.2,49,15.34926708,290,46,33.4,19,7.82
320,1079,1200,0.7,3,8,100.6,0.6,4.1,95.8,11,15.15519713,46,11,7.35,11.6,8.02
91,546,159,15.9,6,8,118,14.4,68.9,141,1,-14.94824405,252,52,4.04,20.5,8.1
55,1571,385,2.8,0,5,110.4,0.4,28.2,495,1,-11.58145069,138,9,7.61,26.3,8.32
3,3494,847,0.5,11,6,108.7,1.8,8.6,65.1,25,-15.07083276,69,4,1.02,20.1,7.98
244,2387,1034,0.5,1,8,99.1,2.3,77.1,60.2,70,15.2577849,85,8,9.59,12,7.85
53,1027,1009,0.6,1,3,99.5,1.3,0,76.7,30,14.29125607,38,4,3,9.2,7.89
518,2689,864,2.3,2,8,101.9,1.5,41,126,16,-15.69968153,94,6,1.01,15.6,8.29
442,1060,976,1,1,8,102.3,0.4,26.5,63.1,3,15.18189712,47,5,2.18,11.7,7.96
60,2525,648,0.9,1,8,103,1.2,148.3,73.3,152,15.64608577,200,5,2.81,14.4,7.95
17,2368,322,1.9,8,8,109.3,4.9,22.8,105,198,-15.58460779,295,12,1.47,17.6,7.96
76,3076,854,0.3,8,8,100.2,3.3,90.9,62.8,153,15.68853084,362,17,19,15.1,7.73
363,786,1005,1,5,8,101.8,13.2,15.5,108.4,22,15.01099597,59,19,0.56,11.1,7.85
80,304,413,5.4,7,3,97.8,7.2,344.8,57.7,155,15.53061493,274,18,1.27,13.4,7.75
10,2822,201,10.5,8,3,91.8,16,579.4,113.3,411,-15.54509569,691,63,7.66,17.9,7.67
131,2139,553,6.3,7,8,107.5,5.5,129.6,91.6,113,-15.69490363,238,16,2.37,15.3,8.06
15,5139,470,3.4,16,4,91.6,3.2,171,127.4,1395,-15.69490363,1629,18,4.23,15.3,7.46
220,1139,694,1.5,5,3,99.2,1.6,23.8,62.9,650,15.6681205,715,4,1.05,16.7,7.5
5,2150,449,2.3,7,7,108.2,0.9,31.8,104.6,587,-15.59647396,736,9,2.12,17.5,7.82
14,8098,665,3.3,12,8,107.8,0,16,82.3,164,15.63745504,343,15,7.7,17.1,8.33
259,787,787,1.5,6,0,93.8,3.1,143.9,64.1,385,-15.127789,440,8,2.44,11.5,7.6
15,8431,486,2.5,6,5,98.1,22.8,33.6,159,130,14.81384488,323,32,1.72,20.9,8.02
11,1376,607,2.6,2,1,101,13.9,25.6,81.7,47,-15.64608577,110,19,3.38,17,7.86
213,258,701,2.3,1,8,103.3,0,3,41.4,0,15.61825855,73,3,1.18,17.3,7.83
10,12429,383,4.8,2,5,103.2,23.4,48.7,155,220,-14.38054241,445,50,5.26,22,7.86
9,20582,790,0.9,2,8,106,0.5,16.1,73.8,14,15.46609194,78,5,1.43,18.4,8.22
238,458,1020,1.4,7,8,97.5,1.5,365.4,50.1,235,-15.69872606,451,9,1.91,15.9,7.86
180,406,627,2.3,7,8,101.3,2.2,131.3,81.3,627,-15.6681205,730,4,1.84,14.7,8.12
320,2423,690,6.2,4,7,101.7,13.8,165.8,96.2,2,-15.69968153,236,27,2.54,15.8,8.14
4,2373,542,2.6,19,6,90.3,1.8,53.7,85,181,15.68438714,305,4,0.83,16.4,7.96
220,151,672,10.6,10,8,94.8,6.6,290.9,57.9,6,15.61825855,221,26,1.35,17.3,7.96
5,11909,956,0.7,5,7,102.3,0,66.9,63.4,21,15.42984122,77,8,3.02,18.6,8.04
250,9741,1047,0.4,5,8,102.2,0.1,10.9,61,1,-15.48321672,75,7,2.89,18.3,7.78
20,4716,605,1.3,4,8,102,0.4,29.8,99.9,0,15.28168839,300,25,2.13,19.3,7.87
198,896,695,1.3,2,8,107.4,1.6,131.3,104.2,6,-15.59647396,94,5,1.01,17.5,7.98
329,121,863,0.7,3,8,97.1,7,21.6,106.4,41,-15.69490363,69,7,1.25,16.1,8.14
26,2438,342,2.1,8,8,118.1,0,40.4,219,297,14.88254011,459,7,0.93,20.7,8.72
376,166,1049,1.2,3,6,100.1,0,3.1,106.5,12,15.49967742,40,2,0.32,13.2,8.22
30,122,237,10.2,4,8,93.9,4,206.3,107.3,35,15.3274264,146,8,2.11,19.1,7.92
15,270,107,26.2,21,8,84.5,19.3,98,177,215,-15.127789,721,74,11.4,19.9,7.33
91,16548,902,0.5,4,1,103.4,0,6.3,73,21,-15.62817968,109,4,0.28,17.2,7.94
10,1127,202,4.6,39,2,89.2,77.3,135.4,109.7,945,-15.44830088,1103,99,2.32,18.5,7.37
10,307,151,15.8,6,8,95.3,2.6,166.9,118.9,55,14.19859148,373,27,2.87,22.4,7.77
10,82,228,30.7,24,8,58.3,13.9,85,234,102,-15.28168839,724,61,5.96,19.3,7.17
15,6309,736,3.6,3,7,98.6,2.5,39.9,65,73,15.67960459,131,20,4.8,16.5,7.97
349,3305,655,0.4,0,8,103.2,1.3,4.1,118.3,0,-15.46609194,58,4,0.74,18.4,8.11
488,384,1108,1.2,2,8,101.1,2,11,51.8,3,-15.69490363,38,3,0.71,15.3,7.92
10,305,248,4.8,11,6,107.1,0.4,45.9,134,300,-15.2577849,527,9,0.83,19.4,7.81
305,4453,973,0.3,12,3,108.8,0.8,0,73.3,27,15.68438714,176,6,0.93,16.4,8.33
76,1750,613,2.8,4,0,105.4,2.8,18.9,128,102,15.39090641,163,5,0.57,18.8,8.27
171,642,774,5.2,3,7,99.6,3.6,13.4,51.1,45,-15.65407295,95,7,1.92,16.9,7.74
2,2001,663,1.2,0,5,113.2,4.3,15.5,163,5,-14.94824405,69,8,1.52,20.5,8.36
305,4302,1043,0.3,18,7,106.6,1.4,5.2,67.4,21,-15.65407295,84,13,0.89,16.9,8.13
20,3827,485,6.7,1,5,102.2,1.9,36.4,55.2,148,15.55892027,228,10,1.95,17.8,7.77
21,809,231,10.6,7,8,90.1,4.4,206.3,131,21,14.77836256,212,20,4.02,21,7.66
205,509,528,3.7,2,8,105.8,19,123.6,85.7,12,-15.69490363,99,29,1.12,16.1,8.18
91,546,159,20.3,26,7,71.7,18.4,96,113.8,316,14.74211654,698,63,5.98,21.1,6.9
320,1079,1200,0.3,3,5,102.3,0.3,0,103.9,5,-15.69490363,35,12,4.41,16.1,7.95
185,1144,599,2.1,6,8,106.4,17.3,41.9,92.8,928,15.69968153,1022,27,1.25,15.8,7.97
244,2387,1034,0.3,2,8,98.2,2.8,88.2,65.4,79,15.6681205,98,6,3.81,14.7,7.83
183,1404,888,1.7,2,8,99.5,1,51.2,49.8,13,-15.6741826,65,5,1.82,14.8,7.72
442,1060,976,1,0,8,101.2,0,13.4,64.9,1,-15.62817968,46,4,1.93,14.2,7.88
655,521,1422,0.6,2,6,100.1,4.4,7.4,45.3,20,15.09966887,43,7,1.51,11.4,7.74
320,1040,820,1.9,4,7,103.4,5.2,7.4,80.5,248,15.6920362,312,10,0.82,16.2,8.17
200,87,576,3.2,2,8,100.4,2.3,5.2,65.2,16,-15.54509569,55,4,0.54,13.5,7.82
60,2525,648,0.9,8,8,100.9,0.9,119.8,78.1,196,-15.6920362,244,4,1.91,16.2,7.94
320,414,455,0.7,2,1,112.4,5.8,2,511,0,14.84856896,129,9,0.82,20.8,8.38
15,2371,732,2.6,6,1,129,7.3,30.9,112.7,60,-13.6821051,155,13,1.96,23.4,8.93
76,3076,854,0.3,2,7,100,2.9,31.4,68.4,235,15.55892027,260,7,4.72,17.8,7.72
6,914,374,6.2,43,0,82.6,83.5,31.4,378,368,15.127789,605,124,2.74,19.9,7.65
3,3494,847,0.7,2,8,99.2,3.5,18.9,60.2,51,15.51547615,87,6,1.37,18.1,7.67
3,2818,482,2.8,2,1,135.6,4.5,6.3,94.2,143,14.81384488,410,36,3.68,20.9,7.85
152,716,371,3.5,15,7,115.8,6.8,71.2,300,98,-15.55892027,261,21,1.1,17.8,8.32
15,1114,257,11.8,32,8,100.6,24.2,14136,98,297,-15.127789,728,102,15.4,19.9,7.92
425,293,622,6.5,10,8,94.7,12.2,201.4,86.7,6,-15.04127654,174,30,0.87,20.2,7.74
320,19,725,13.1,10,8,99,10.4,1203.3,48.8,43,15.69490363,192,23,1.57,15.3,7.63
457,30.5,722,8.4,14,8,99.5,17.2,2419.2,209,31,15.28168839,326,52,5.75,19.3,8.15
18,6567,423,12.2,12,8,89.3,6.6,396.8,136,29,-14.5082735,628,483,363,21.7,7.63
55,1571,385,3.3,0,5,103.3,0,217.8,468,0,12.79374847,137,10,6.5,24.8,8.18
53,1027,1009,0.7,0,5,99.2,1.4,9.8,74.2,23,-15.127789,32,8,7.88,11.5,7.8
518,2689,864,7,4,8,100.4,6.2,185,85.3,33,15.49967742,178,31,20.3,18.2,8.1
363,786,1005,1.1,3,3,100.7,16.9,53,102.2,24,-15.58460779,79,21,4.13,13.8,7.65
80,304,413,6.9,4,2,100,7.6,313,59,62,-15.63745504,223,16,1.12,17.1,7.22
131,2139,553,11.3,15,7,101.3,5.9,816.4,87.3,112,15.34926708,339,32,6.25,19,7.73
10,2822,201,13,34,2,81,16.1,1119.9,119.7,520,-15.127789,957,94,17.8,19.9,7.3
268,78,829,1.8,3,8,98.5,2.2,56.3,62.3,14,-15.44830088,50,3,0.76,18.5,7.72
17,2368,322,2,11,8,118.1,3.7,30.9,122.6,66,14.54922678,172,9,0.71,21.6,8.19
329,121,863,1.2,3,8,98.8,4.5,18.9,108.2,16,-15.59647396,46,6,0.53,17.5,7.95
26,2438,342,2,6,0,143.3,0.6,12.1,205,137,13.73790377,285,6,0.57,23.3,9.16
488,384,1108,0.9,2,1,101.7,1.4,5.2,85.7,4,15.18189712,36,3,0.57,19.7,8.17
2,2001,663,1.1,5,2,133.5,5.4,6.3,178,16,-12.72202814,97,17,3.08,24.9,8.97
11,1376,607,2.1,2,1,105.6,10.7,14.8,102,8,-14.94824405,67,14,1.21,20.5,7.97
320,1040,820,1.9,6,0,109.9,2.5,11,96.7,260,15.20789269,344,7,0.59,19.6,8.49
15,2371,732,2.8,6,2,120.8,3.6,13.5,122.7,4,12.64911064,111,12,1.88,25,8.82
152,716,371,3.5,9,4,94.3,9.8,63.8,310,9,-13.95170241,308,56,10.2,22.9,8.33
220,151,672,12.9,5,5,88,3.8,98.7,53,1,-15.62817968,243,21,1.17,17.2,7.14
9,20582,790,1.2,8,8,100.7,0.6,21.1,70.9,8,-15.49967742,60,4,0.84,18.2,7.76
15,5139,470,3.7,24,8,89,4.3,143,129,1346,-15.6920362,1562,18,2.92,16.2,7.08
376,166,1049,0.7,4,5,100.9,1.9,4.1,122.5,26,-15.64608577,61,3,0.49,17,8.27
15,6309,736,2.5,3,8,99.8,0.6,5.2,78.2,20,14.33631752,87,3,0.46,22.1,7.82
15,270,107,21.5,10,6,88.3,25.6,108.6,181,6,14.24535012,303,59,4.3,22.3,7.62
349,3305,655,0.3,2,8,104.9,1.7,17.9,119.7,1,14.91576347,61,4,0.46,20.6,8.18
213,258,701,2.6,3,5,104.7,0.2,0,39.3,0,15.42984122,93,4,0.71,18.6,7.43
10,82,228,23.8,6,6,4.5,13.7,261.3,233,0,-14.66731059,582,142,4.06,21.3,7.02
76,1750,613,1.7,2,1,109.4,0.6,7.3,155,120,-14.5082735,193,5,0.44,21.7,8.37
171,642,774,2.7,0,6,109.8,0.2,12,64.3,1,14.38054241,45,3,0.6,22,8.09
205,509,528,3.2,2,8,107.5,17.5,102.2,91.3,2,15.59647396,86,28,1.23,17.5,8.36
20,3827,485,4.2,6,5,112.8,0.6,8.4,66.6,84,-14.42393844,206,5,0.82,21.9,7.99
14,8098,665,2.9,4,4,108.9,0.6,66.9,81.5,184,-15.37042615,331,10,4.6,18.9,7.79
185,1144,599,2.7,5,7,108.4,18.5,30.7,94.7,631,-15.6741826,720,28,1.25,16.6,8.03
183,1404,888,1.2,2,5,100.1,0.6,13.5,56.1,6,-15.46609194,63,3,0.62,18.4,7.72
10,1127,202,9.1,19,1,91.7,79.8,166.4,118.9,846,-15.44830088,956,97,2.65,18.5,7.58
655,521,1422,0.3,2,5,101.3,2.5,6.3,48.7,1,15.44830088,20,4,0.51,12.9,7.61
10,305,248,9.5,17,2,105.1,7,58.3,159,377,15.07083276,532,8,1.17,20.1,8.03
320,414,455,0.5,1,7,115.5,3.7,1,509,0,-14.19859148,124,8,0.83,22.4,8.32
6,914,374,6.5,48,7,74.7,69,57.3,382,337,-15.15519713,573,107,3.01,19.8,7.39
3,3494,847,0.4,2,0,110.3,1.2,3.1,68.3,14,-14.5893797,54,3,0.63,21.5,7.97
3,2818,482,2.9,7,7,118.3,4.8,9.7,100.8,192,-14.74211654,354,33,1.39,21.1,7.27
238,458,1020,4.3,3,6,96.7,1,214.3,49.7,143,-15.68853084,340,13,3.8,16.3,7.57
180,406,627,2.5,3,1,101.5,1.3,60.5,83.6,481,-15.6971335,586,4,1.09,15.4,7.87
4,2373,542,1.9,5,1,99.7,1.2,74.4,99.9,162,15.62817968,280,3,0.63,17.2,7.65
5,11909,956,0.5,1,1,104.9,0.6,73.3,62.7,17,15.39090641,106,10,4.77,18.8,7.91
250,9741,1047,0.6,1,0,102.7,0.4,16,60.4,1,15.28168839,55,4,0.8,19.3,7.81
198,896,695,1.6,3,1,103.3,2.7,36.9,97.9,4,15.127789,109,5,0.43,19.9,7.68
30,122,237,6,5,7,96.2,3.8,298.7,120.7,2,-14.94824405,88,8,2.03,20.5,7.12
10,307,151,14.8,4,8,106.8,2.6,128.7,122.9,1,-13.62534403,288,20,2.03,23.5,7.46
21,809,231,8.7,3,8,91.4,2.2,166.4,145,7,-13.62534403,185,17,4.07,23.5,7.37
91,546,159,14.8,4,8,108.8,8.8,166.4,125,0,-13.89964028,267,46,5.78,23,7.34
200,87,576,2.2,5,5,101.9,5,5.2,78.1,36,-15.6741826,89,5,0.72,16.6,7.7
15,1114,257,7.2,4,6,103.2,1.9,270,116.9,0,13.38842784,230,20,2.44,23.9,8.16
91,16548,902,0.5,2,8,100.4,0.5,7.4,71.8,20,15.42984122,65,4,0.68,18.6,7.9
320,19,725,3,7,2,99.2,16.6,770.1,72.4,25,-15.57209042,95,24,1.94,17.7,7.77
425,293,622,6.6,4,7,102.6,9.6,72.2,90.4,1,15.01099597,163,25,0.85,20.3,8.09
305,4453,973,0.6,2,6,107.8,0.7,1,71.7,14,15.41071056,89,2,0.75,18.7,7.75
18,6567,423,10.2,5,7,110.9,2,9.7,136,2,12.79374847,235,18,4.6,24.8,8.15
305,4302,1043,0.3,25,6,105.9,2.6,7.4,65.4,26,15.57209042,114,7,1.05,17.7,7.95
457,30.5,722,6.4,12,3,107,7.3,601.5,178,13,15.53061493,209,19,1.74,18,8.37
320,1079,1200,0.4,3,3,103.2,0.6,10.8,129,5,15.53061493,54,15,4.3,18,7.94
55,1571,385,3.7,1,7,101.2,1.1,153.9,441,1,12.01998336,176,15,14.1,25.8,8.22
244,2387,1034,0.5,1,8,99.4,0.2,54.7,72,44,-15.62817968,67,1,0.73,17.2,7.85
53,1027,1009,0.4,2,8,98.6,0.6,224.7,80.5,17,-15.37042615,29,4,3.07,12.5,7.84
518,2689,864,2.8,5,8,103.2,3.3,27.2,167,0,15.07083276,106,9,0.9,20.1,8.28
442,1060,976,1,1,8,105.8,0.4,7.4,74.3,0,15.44830088,36,3,0.54,18.5,8.04
